Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Brand,isFIFA,isSuperMario,isGTA,isPokemon,isCOD,isNFS,FIFASales,MarioSales,GTASales,PokeSales,CODSales,NFSSales,NA_Mil_Sales,EU_Mil_Sales,JP_Mil_Sales,Other_Mil_Sales,Global_Mil_Sales,Genre_Filtered,NOT_NA_MIL
7141,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,30000,9133,20000,220000,Other,40000
7142,Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.17,0.05,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,8146,10000,220000,Other,50000
7143,Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6353,9313,220000,2357,220000,Role-Playing,213647
7144,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,4725,30000,220000,Action,110000
7145,Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,40000,50000,20000,220000,Action,100000
7146,EX Monopoly,GBA,2001,Misc,Takara,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,7839,2620,220000,Other,60000
7147,Star Trek: The Game,X360,2013,Action,Namco Bandai Games,0.12,0.09,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,90000,660,20000,220000,Action,100000
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,2436,2829,220000,168,220000,Other,217564
7149,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,9253,10000,220000,Other,50000
7153,Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,4430,80000,10000,220000,Role-Playing,80000
7154,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ,0.17,0.03,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,30000,9946,20000,220000,Action,50000
7155,Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0,0,0.22,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9998,4767,220000,4671,220000,Action,210002
7156,G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,60000,8418,30000,220000,Action,90000
7157,Danball Senki Boost,PSP,2011,Action,Level 5,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,6197,8810,220000,7932,220000,Action,213803
7158,Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.21,0,0,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,7730,4602,10000,220000,Other,10000
7159,Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,50000,3099,10000,220000,Shooter,50000
7160,Whirl Tour,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,1755,30000,220000,Sports,110000
7161,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,6468,30000,220000,Shooter,110000
7162,Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0,0,0.22,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5996,4915,220000,4814,220000,Other,214004
7163,Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,70000,8146,20000,220000,Role-Playing,90000
7164,Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.21,0,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,9564,2657,10000,220000,Other,10000
7165,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher,0.13,0.06,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,60000,3795,40000,220000,Platfrom,90000
7166,Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4269,985,220000,9003,220000,Action,215731
7167,Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,7217,10000,220000,Role-Playing,50000
7168,Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,10000,9996,20000,220000,Platfrom,20000
7169,MotoGP 08,PS2,2008,Racing,Capcom,0.01,0,0,0.21,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,3128,6145,210000,220000,Racing,210000
7170,Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,2195,5728,20000,220000,Sports,10000
7171,Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,1342,1188,220000,7518,220000,Action,218658
7172,Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,40000,60000,1606,220000,Role-Playing,110000
7173,Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0,0.11,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,9738,110000,10000,220000,Role-Playing,120000
7174,Ford vs. Chevy,PS2,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,2701,30000,220000,Racing,110000
7175,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,3646,10000,220000,Sports,50000
7176,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,1063,8807,220000,Sports,60000
7177,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,4182,5320,220000,Action,60000
7178,Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.21,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,103,4698,20000,220000,Other,10000
7179,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,50000,130000,6974,40000,220000,Racing,170000
7180,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0,0.07,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,5574,70000,10000,220000,Role-Playing,80000
7181,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,20000,2945,20000,220000,Platfrom,30000
7182,Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,80000,10000,40000,220000,Shooter,130000
7184,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,60000,40000,100000,20000,220000,Role-Playing,160000
7185,Hidden Mysteries: Buckingham Palace,DS,2010,Puzzle,Avanquest,0.13,0.07,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,70000,8478,20000,220000,Other,90000
7187,Super Adventure Island,SNES,1992,Platform,Hudson Soft,0,0,0.22,0,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9940,3942,220000,4237,220000,Platfrom,210060
7188,Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,6144,10000,220000,Other,100000
7189,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,20000,6375,20000,220000,Platfrom,40000
7190,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,7383,10000,220000,Sports,100000
7191,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,10000,5331,20000,220000,Action,30000
7192,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,20000,170000,10000,220000,Other,190000
7193,Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,813,9691,20000,220000,Other,20000
7194,Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,70000,60000,80000,20000,220000,Shooter,150000
7195,Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,102,9185,20000,220000,Sports,20000
7196,Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,8641,5261,220000,9803,220000,Action,211359
7197,Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,70000,8934,20000,220000,Platfrom,80000
7198,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,10000,8825,10000,220000,Action,30000
7199,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,9958,4114,20000,220000,Sports,20000
7200,Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,7285,2360,220000,Platfrom,60000
7201,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0,0.03,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,70000,130000,1244,30000,220000,Action,150000
7202,Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.1,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,70000,100000,3372,40000,220000,Action,150000
7203,Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,120000,289,70000,220000,Action,190000
7204,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,130000,20000,40000,220000,Action,190000
7205,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,20000,4154,10000,220000,Action,30000
7206,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.2,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,10000,1309,20000,220000,Other,20000
7207,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,10000,30000,20000,220000,Action,60000
7208,Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0,0.01,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,4596,10000,220000,Sports,100000
7209,CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,863,20000,220000,Other,100000
7210,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,8471,2541,220000,Other,60000
7211,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,80000,5198,50000,220000,Action,130000
7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,50000,40000,120000,20000,220000,Role-Playing,170000
7213,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,7934,20000,220000,Shooter,100000
7214,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,100000,5062,40000,220000,Action,130000
7216,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,8628,9325,220000,Other,60000
7217,Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,4558,1548,20000,220000,Other,20000
7218,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,90000,6352,40000,220000,Other,130000
7219,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,7584,1794,220000,Role-Playing,60000
7220,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,90000,100000,1166,20000,220000,Other,130000
7221,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,50000,432,10000,220000,Action,60000
7222,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5055,2974,220000,5716,220000,Role-Playing,214945
7223,Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,337,10000,220000,Other,50000
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,3772,20000,220000,Other,110000
7225,ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,40000,2198,1851,220000,Other,40000
7226,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,140000,30000,50000,8113,220000,Action,80000
7227,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,330,2414,220000,4257,220000,Sports,219670
7228,Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0,0,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,40000,8441,2335,220000,Action,40000
7229,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,180000,40000,1554,6804,220000,Other,40000
7230,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,4699,6398,220000,3014,220000,Role-Playing,215301
7231,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,30000,6343,20000,220000,Other,50000
7232,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,436,10000,220000,Action,50000
7233,Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,8635,5887,20000,220000,Other,20000
7234,ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.21,0,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,210000,6329,2393,10000,220000,Racing,10000
7235,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,80000,936,30000,220000,Other,110000
7236,Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,30000,180000,7004,10000,220000,Other,190000
7237,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,717,10000,220000,Sports,100000
7238,Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,40000,6906,170000,8006,220000,Other,180000
7239,Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,181,9131,20000,220000,Shooter,20000
7240,Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,150000,20000,30000,20000,220000,Other,70000
7241,Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,50000,4689,10000,220000,Other,60000
7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,7138,20000,220000,Action,110000
7243,NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,80000,1599,10000,220000,Sports,100000
7244,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,30000,8975,20000,220000,Action,50000
7245,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,50000,5647,10000,220000,Shooter,60000
7246,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,130000,70000,4301,20000,220000,Action,90000
7247,Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,50000,30000,120000,10000,220000,Other,170000
7248,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9895,828,220000,1297,220000,Role-Playing,210105
7249,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,3506,10000,220000,Sports,50000
7250,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,80000,1261,30000,220000,Role-Playing,110000
7251,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,80000,1603,30000,220000,Other,110000
7252,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0,0.22,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,5279,1966,220000,8522,220000,Other,214721
7253,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,10000,8874,20000,220000,Sports,30000
7254,Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,70000,60000,70000,10000,220000,Role-Playing,150000
7255,Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0,0.02,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,90000,2185,20000,220000,Other,110000
7256,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,80000,1661,40000,220000,Action,120000
7257,Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0,0,0.22,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,710,2356,220000,5,220000,Other,219290
7258,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,170000,40000,1675,10000,220000,Action,50000
7259,You Don't Know Jack,Wii,2011,Misc,THQ,0.2,0,0,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,5990,1803,10000,220000,Other,20000
7260,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0,0.04,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,80000,2232,40000,220000,Other,120000
7261,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,1801,9914,20000,220000,Other,20000
7262,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,10000,3696,100000,220000,Other,110000
7263,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,80000,4518,30000,220000,Sports,110000
7264,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,90s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,9007,7241,220000,9481,220000,Other,210993
7265,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,8531,5192,20000,220000,Sports,20000
7266,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,190000,10000,5532,20000,220000,Shooter,30000
7267,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,70000,3445,30000,220000,Action,100000
7268,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,80000,5825,30000,220000,Role-Playing,110000
7269,Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,10000,190000,8357,20000,220000,Other,210000
7270,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,100000,40000,60000,10000,220000,Role-Playing,120000
7271,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,110000,80000,3411,30000,220000,Sports,110000
7272,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,2979,9025,220000,Action,60000
7273,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,10s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,120000,20000,60000,10000,220000,Other,100000
7274,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,200000,5221,205,20000,220000,Sports,20000
7275,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0,0.22,00s,ELSE,0,0,0,0,0,0,0,0,0,0,0,0,160000,60000,4368,8982,220000,Action,60000
